custAge,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,pmonths,pastEmail,profession__admin.,profession__services,profession__blue.collar,profession__entrepreneur,profession__technician,profession__retired,profession__housemaid,profession__student,profession__unknown,profession__unemployed,profession__self.employed,profession__management,marital__single,marital__divorced,marital__married,marital__unknown,schooling__university.degree,schooling__high.school,schooling__professional.course,schooling__basic.4y,schooling__unknown,schooling__basic.9y,schooling__basic.6y,schooling__illiterate,default__no,default__unknown,default__yes,housing__no,housing__yes,housing__unknown,loan__yes,loan__no,loan__unknown,contact__cellular,contact__telephone,month__apr,month__jul,month__jun,month__oct,month__aug,month__may,month__nov,month__mar,month__sep,month__dec,day_of_week__wed,day_of_week__thu,day_of_week__tue,day_of_week__fri,day_of_week__mon,poutcome__nonexistent,poutcome__failure,poutcome__success
57.0,1,999,0,1.4,94.465,-41.8,4.961,5228.1,999.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1,0,0
48.0,1,999,0,1.4,94.465,-41.8,4.866,5228.1,999.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1,0,0
39.0,7,999,0,-1.8,92.893,-46.2,1.299,5099.1,999.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1,0,0
50.0,1,999,1,-0.1,93.2,-42.0,4.021,5195.8,999.0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0,1,0
47.0,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1,0,0
49.0,1,999,0,1.1,93.994,-36.4,4.864,5191.0,999.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1,0,0
38.0,3,999,0,1.1,93.994,-36.4,4.859,5191.0,999.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1,0,0
38.0,4,999,0,-0.1,93.2,-42.0,4.12,5195.8,999.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,1,0,0
38.0,25,999,0,1.4,93.918,-42.7,4.968,5228.1,999.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1,0,0
33.0,1,999,0,-3.4,92.379,-29.8,0.741,5017.5,999.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,1,0,0
41.0,3,999,1,-1.8,93.075,-47.1,1.41,5099.1,999.0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,1,0
43.0,5,999,0,1.1,93.994,-36.4,4.858,5191.0,999.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1,0,0
56.0,1,999,0,1.4,93.444,-36.1,4.964,5228.1,999.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1,0,0
38.0,1,999,0,-1.8,92.893,-46.2,1.313,5099.1,999.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1,0,0
36.0,2,999,0,-0.1,93.2,-42.0,4.12,5195.8,999.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,1,0,0
36.0,4,999,0,-0.1,93.2,-42.0,4.076,5195.8,999.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,1,0,0
48.0,2,999,0,1.1,93.994,-36.4,4.86,5191.0,999.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1,0,0
37.0,1,999,0,1.4,93.918,-42.7,4.96,5228.1,999.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1,0,0
29.0,1,999,0,1.4,94.465,-41.8,4.955,5228.1,999.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1,0,0
38.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,999.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1,0,0
54.0,3,999,0,1.4,93.444,-36.1,4.967,5228.1,999.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1,0,0
56.0,8,999,0,1.4,93.918,-42.7,4.962,5228.1,999.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1,0,0
28.0,1,999,0,-1.8,92.893,-46.2,1.313,5099.1,999.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1,0,0
33.0,2,999,0,1.4,93.444,-36.1,4.962,5228.1,999.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1,0,0
43.0,1,999,0,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1,0,0
32.0,1,999,0,1.4,93.918,-42.7,4.96,5228.1,999.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1,0,0
51.0,2,999,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1,0,0
30.0,1,999,1,-0.1,93.2,-42.0,4.153,5195.8,999.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0,1,0
34.0,1,999,0,-1.8,93.075,-47.1,1.445,5099.1,999.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1,0,0
30.0,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1,0,0
54.0,5,999,0,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1,0,0
37.0,2,999,0,1.4,93.918,-42.7,4.963,5228.1,999.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1,0,0
21.0,1,999,0,1.4,93.918,-42.7,4.957,5228.1,999.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1,0,0
42.0,2,999,0,-0.1,93.2,-42.0,4.153,5195.8,999.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,1,0,0
31.0,3,999,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1,0,0
55.0,6,999,0,1.4,93.444,-36.1,4.964,5228.1,999.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1,0,0
54.0,4,999,0,1.4,93.918,-42.7,4.962,5228.1,999.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1,0,0
38.0,1,999,0,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1,0,0
34.0,1,999,0,-0.1,93.2,-42.0,4.153,5195.8,999.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,1,0,0
48.0,5,999,0,1.4,93.444,-36.1,4.965,5228.1,999.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1,0,0
27.0,1,999,0,1.4,93.918,-42.7,4.958,5228.1,999.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1,0,0
39.0,5,999,0,1.4,93.918,-42.7,4.961,5228.1,999.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1,0,0
45.0,3,999,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1,0,0
38.0,2,999,0,-2.9,92.469,-33.6,0.914,5076.2,999.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1,0,0
51.0,2,999,1,-1.8,92.893,-46.2,1.299,5099.1,999.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,0
29.0,7,3,5,-1.1,94.199,-37.5,0.879,4963.6,0.1,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0,0,1
36.0,1,999,0,1.4,94.465,-41.8,4.955,5228.1,999.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1,0,0
35.0,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,999.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1,0,0
60.0,2,999,0,1.4,93.444,-36.1,4.964,5228.1,999.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1,0,0
40.0,1,999,0,1.4,94.465,-41.8,4.959,5228.1,999.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1,0,0
41.0,3,999,0,1.4,94.465,-41.8,4.967,5228.1,999.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1,0,0
52.0,2,999,0,-0.1,93.2,-42.0,4.021,5195.8,999.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,1,0,0
43.0,4,999,0,1.4,93.918,-42.7,4.962,5228.1,999.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1,0,0
59.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1,0,0
34.0,1,999,0,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1,0,0
27.0,1,999,0,-1.8,92.893,-46.2,1.327,5099.1,999.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1,0,0
33.0,1,999,1,-1.8,92.893,-46.2,1.281,5099.1,999.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,1,0
45.0,2,999,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1,0,0
31.0,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,999.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,1,0,0
46.0,12,999,0,1.4,94.465,-41.8,4.959,5228.1,999.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1,0,0
31.0,2,999,0,1.4,93.918,-42.7,4.961,5228.1,999.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1,0,0
41.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,999.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1,0,0
54.0,1,999,0,1.4,94.465,-41.8,4.958,5228.1,999.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1,0,0
54.0,2,999,0,-0.1,93.2,-42.0,4.12,5195.8,999.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,1,0,0
41.0,1,999,0,1.4,93.444,-36.1,4.968,5228.1,999.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1,0,0
34.0,2,999,0,1.4,94.465,-41.8,4.961,5228.1,999.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1,0,0
31.0,1,999,0,-2.9,92.201,-31.4,0.883,5076.2,999.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1,0,0
37.0,1,999,0,-2.9,92.963,-40.8,1.268,5076.2,999.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1,0,0
35.0,3,999,0,1.4,93.918,-42.7,4.962,5228.1,999.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1,0,0
37.0,2,999,1,-1.8,92.893,-46.2,1.344,5099.1,999.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,1,0
38.0,4,999,0,1.4,93.918,-42.7,4.963,5228.1,999.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1,0,0
42.0,3,999,0,-0.1,93.2,-42.0,4.076,5195.8,999.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,1,0,0
37.0,3,999,0,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1,0,0
46.0,5,999,0,1.4,93.444,-36.1,4.965,5228.1,999.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1,0,0
24.0,1,999,0,1.1,93.994,-36.4,4.858,5191.0,999.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1,0,0
38.0,2,999,0,1.4,94.465,-41.8,4.865,5228.1,999.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1,0,0
37.0,1,999,0,1.4,93.918,-42.7,4.961,5228.1,999.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1,0,0
35.0,3,999,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1,0,0
37.0,2,999,0,-0.1,93.2,-42.0,4.191,5195.8,999.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,1,0,0
